Sentence,Aspect,Category,Opinion,Polarity,Implicitness
with more shopping being done online i would think that you would make the availability of proper size ordering of the most import .,null,performance#sizing/fit,with more shopping being done online i would think that you would make the availability of proper size ordering of the most import,negative,IAEO
good stable shoes .,shoes,performance#support/stability,good stable shoes,positive,EAEO
i got matching for me and my son and we both love them .,null,general,we both love them,positive,IAEO
i got matching for me and my son and we both love them .,null,contextofuse#purchase\_context,i got matching for me and my son,neutral,IAEO
the shoes were too short .,shoes,performance#sizing/fit,too short,negative,EAEO
i am returning them .,null,contextofuse#purchase\_context,returning them,negative,IAEO
otherwise they seemed ok .,null,general,seemed ok,neutral,IAEO
the design is timeless .,design,general,timeless,positive,EAEO
i really like the leather material because i can dress down or dress up with it .,leather material,appearance#material,i really like,positive,EAEO
i really like the leather material because i can dress down or dress up with it .,leather material,contextofuse#use case,i can dress down or dress up with it,positive,EAEO
i really like the leather material because i can dress down or dress up with it .,null,contextofuse#use case,i can dress down or dress up with it,positive,IAEO
"the white can gets easily dirty but because is the leather material , you can easily clean it .",white,appearance#color,can gets easily dirty,negative,EAEO
"the white can gets easily dirty but because is the leather material , you can easily clean it .",leather material,appearance#material,you can easily clean it,positive,EAEO
i really recommend this product .,product,cost/value,i really recommend,positive,EAEO
"style , quality , comfort , and made in america .",null,performance#comfort,"style , quality , comfort , and made in america",positive,IAEO
"style , quality , comfort , and made in america .",null,appearance#form,"style , quality , comfort , and made in america",positive,IAEO
"style , quality , comfort , and made in america .",null,appearance#misc,"style , quality , comfort , and made in america",positive,IAEO
this shoe has it all .,shoe,general,has it all,positive,EAEO
more please .,null,general,more please,positive,IAEO
very uncomfortable shoe all around made with cheap plastic .,shoe,performance#comfort,very uncomfortable,negative,EAEO
very uncomfortable shoe all around made with cheap plastic .,shoe,appearance#material,made with cheap plastic,negative,EAEO
very uncomfortable shoe all around made with cheap plastic .,plastic,appearance#material,made with cheap plastic,negative,EAEO
to narrow and too small for a size 11 .,null,performance#sizing/fit,narrow and too small,negative,IAEO
"0 and both of them the right shoe , the sole / support of the shoe is slightly bigger than the left shoe .",left shoe,appearance#shoe component,is slightly bigger than the left shoe,negative,EAEO
"0 and both of them the right shoe , the sole / support of the shoe is slightly bigger than the left shoe .",right shoe,appearance#shoe component,is slightly bigger than the left shoe,negative,EAEO
"0 and both of them the right shoe , the sole / support of the shoe is slightly bigger than the left shoe .",sole / support,appearance#shoe component,is slightly bigger than the left shoe,negative,EAEO
making my right heel feel like it ' s slipping out of the shoe when the left feels like it should completely inside the heel cuff .,right heel,performance#support/stability,feel like it ' s slipping out,negative,EAEO
making my right heel feel like it ' s slipping out of the shoe when the left feels like it should completely inside the heel cuff .,left,performance#support/stability,feels like it should completely inside the heel cuff,negative,EAEO
making my right heel feel like it ' s slipping out of the shoe when the left feels like it should completely inside the heel cuff .,heel cuff,appearance#shoe component,feels like it should completely inside the heel cuff,negative,EAEO
makes them pretty much unwearable .,null,performance#general,pretty much unwearable,negative,IAEO
i like the material and how bright the white is .,material,appearance#material,i like,positive,EAEO
i like the material and how bright the white is .,white,appearance#color,how bright the white is,positive,EAEO
cleaning them is easier than you would think .,null,appearance#material,cleaning them is easier than you would think,positive,IAEO
but definitely wouldn ' t recommend getting white unless you are clean with your shoes .,white,contextofuse#use case,wouldn ' t recommend getting white unless you are clean with your shoes,negative,EAEO
"they ' re cool , but they ' re not very comfortable .",null,appearance#general,cool,positive,IAEO
"they ' re cool , but they ' re not very comfortable .",null,performance#comfort,not very comfortable,negative,IAEO
definitely want some decent insoles if you ' re going to be wearing these for long periods of time .,null,performance#comfort,want some decent insoles,negative,IAEO
definitely want some decent insoles if you ' re going to be wearing these for long periods of time .,null,appearance#shoe component,want some decent insoles,negative,IAEO
definitely want some decent insoles if you ' re going to be wearing these for long periods of time .,null,contextofuse#review\_temporality,if you ' re going to be wearing these for long periods of time,negative,IAEO
i was needz shews walking can ' t be no bear feetz in mah .,shews,contextofuse#purchase\_context,i was needz,neutral,EAEO
the shoe didnt look right on my foot .,shoe,appearance#form,didnt look right on my foot,negative,EAEO
the picture makes the shoe look better .,null,contextofuse#purchase\_context,picture makes the shoe look better,negative,IAEO
i didnt like the look in person .,null,appearance#general,i didnt like the look,negative,IAEO
very hard to put on and take off .,null,performance#sizing/fit,hard to put on and take off,negative,IAEO
"laces are thin , cheap , and too long .",laces,appearance#shoe component,"thin , cheap , and too long",negative,EAEO
the shoes are comfortable but they def don ' t look as cool in person .,shoes,performance#comfort,comfortable,positive,EAEO
the shoes are comfortable but they def don ' t look as cool in person .,shoes,appearance#misc,they def don ' t look as cool in person,negative,EAEO
also the ankle / tongue area is not tidy and kinda looks sloppy even when tied tightly .,ankle / tongue,appearance#shoe component,not tidy and kinda looks sloppy,negative,EAEO
the zig elusions have such a great fit around your feet that makes running a breeze .,zig elusions,performance#sizing/fit,great fit around your feet,positive,EAEO
the zig elusions have such a great fit around your feet that makes running a breeze .,zig elusions,performance#use case applicability,makes running a breeze,positive,EAEO
they tend to give an extra bounce to your step too which is great .,null,performance#support/stability,give an extra bounce to your step too which is great,positive,IAEO
i ' ve worn these for hours straight and they do a good job at supporting your feet and staying comfortable throughout .,null,contextofuse#usage frequency,i ' ve worn these for hours straight,positive,IAEO
i ' ve worn these for hours straight and they do a good job at supporting your feet and staying comfortable throughout .,null,performance#support/stability,do a good job at supporting your feet,positive,IAEO
i ' ve worn these for hours straight and they do a good job at supporting your feet and staying comfortable throughout .,null,performance#comfort,staying comfortable throughout,positive,IAEO
i also love the crazy color combinations .,color,appearance#color,i also love the crazy color combinations,positive,EAEO
definitely recommend !,recommend,cost/value,definitely recommend,positive,EAEO
ordered a 10 1 / 2 because i am between sizes .,null,contextofuse#purchase\_context,ordered a 10 1 / 2 because i am between sizes,neutral,IAEO
should have ordered size 11 because the shoes seem to run slightly smaller than the zig kinecta shoes i ordered in the same size .,shoes,performance#sizing/fit,run slightly smaller than the zig kinecta shoes i ordered in the same size,negative,EAEO
looks great from the side but looking down at it is like looking at my grandpaps shoe .,the side,appearance#form,looks great from the side,positive,EAEO
looks great from the side but looking down at it is like looking at my grandpaps shoe .,shoe,appearance#form,looking down at it is like looking at my grandpaps shoe,negative,EAEO
it ' s really wide .,null,performance#sizing/fit,really wide,negative,IAEO
that ' s my only issue other then that very comfortable,null,performance#comfort,that ' s my only issue other then that very comfortable,positive,IAEO
i have a problem with my right instep .,null,contextofuse#use case,have a problem with my right instep,neutral,IAEO
that pad rubs on my instep .,pad,appearance#shoe component,pad rubs on my instep,negative,EAEO
i put an insole to cover that part was rubbing .,insole,appearance#shoe component,cover that part was rubbing,negative,EAEO
otherwise the sneaker is perfect .,sneaker,general,perfect,positive,EAEO
they felt good no pain while standing .,null,performance#support/stability,felt good no pain while standing,positive,IAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",tongue,appearance#shoe component,tongue too thin - almost just a piece of cloth,negative,EAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",laces,appearance#shoe component,laces too thin - feel like they ' re going to break,negative,EAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",inside,appearance#shoe component,needs a brace support on inside,negative,EAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",shoes,performance#comfort,comfortable,positive,EAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",shoes,appearance#material,tongue too thin - almost just a piece of cloth,negative,EAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",shoes,appearance#material,laces too thin - feel like they ' re going to break,negative,EAEO
"delivery driver : comfortable but , tongue too thin - almost just a piece of cloth ; laces too thin - feel like they ' re going to break when tying ; needs a brace support on inside like other zig tech shoes ; just a few things and you wouldn ' t need any other shoe - at least not for my job .",shoes,performance#support/stability,needs a brace support on inside,negative,EAEO
"up and down stairs , in and out truck .",null,contextofuse#use case,"up and down stairs , in and out truck",neutral,IAEO
these dropped today and i don ' t understand why they only come in wide .,null,performance#sizing/fit,i don ' t understand why they only come in wide,negative,IAEO
i asked customer service agents and they could not give me any info .,asked,misc,i asked customer service agents and they could not give me any info,negative,EAEO
gorgeous shoe—update of a classic design .,shoe—update,appearance#general,gorgeous shoe—update of a classic design,positive,EAEO
just too narrow for my 3e paws .,null,performance#sizing/fit,just too narrow for my 3e paws,negative,IAEO
"@ nb , please expand your line of wide sneaks .",nb,performance#sizing/fit,please expand your line of wide sneaks,negative,EAEO
"@ nb , please expand your line of wide sneaks .",nb,contextofuse#purchase\_context,please expand your line of wide sneaks,neutral,EAEO
you ' ve always been there for us !,null,cost/value,you ' ve always been there for us,positive,IAEO
these are so incredibly comfortable !,null,performance#comfort,incredibly comfortable,positive,IAEO
"i love them , thank you !",null,cost/value,"i love them , thank you",positive,IAEO
"i love them , thank you !",null,general,"i love them , thank you",positive,IAEO
so comfy and warm !,null,performance#comfort,comfy and warm,positive,IAEO
i haven ' t worn crocs in a while and i ' m mad at myself for not replacing the pair i lost during a move years ago .,crocs,contextofuse#purchase\_context,i ' m mad at myself for not replacing the pair i lost during a move years ago,positive,EAEO
"started with the 804 which was fantastic , i wore out the sole before the upper even showed any wear .",804,general,was fantastic,positive,EAEO
"started with the 804 which was fantastic , i wore out the sole before the upper even showed any wear .",804,performance#durability,i wore out the sole before the upper even showed any wear,negative,EAEO
"started with the 804 which was fantastic , i wore out the sole before the upper even showed any wear .",sole,appearance#shoe component,i wore out the sole before the upper even showed any wear,negative,EAEO
unfortunately the 806 is a cheap replacement ; the upper wears out before the sole .,806,general,is a cheap replacement,negative,EAEO
unfortunately the 806 is a cheap replacement ; the upper wears out before the sole .,806,cost/value,is a cheap replacement,negative,EAEO
unfortunately the 806 is a cheap replacement ; the upper wears out before the sole .,806,performance#durability,the upper wears out before the sole,negative,EAEO
unfortunately the 806 is a cheap replacement ; the upper wears out before the sole .,upper,appearance#shoe component,the upper wears out before the sole,negative,EAEO
"comparing the 804 to the 806 , 804 leather - 806 "" cheap "" imitation .",leather - 806,appearance#material,""" cheap "" imitation",negative,EAEO
"the upper on the 806 is creased , cracker , and separating .",the upper on the 806,performance#durability,"creased , cracker , and separating",negative,EAEO
"the upper on the 806 is creased , cracker , and separating .",the upper on the 806,appearance#shoe component,"creased , cracker , and separating",negative,EAEO
"the name suggests ' quality ' , the actual shoe shows ' poor quality ' .",null,appearance#misc,"the name suggests ' quality ' , the actual shoe shows ' poor quality '",negative,IAEO
"i play once a week in an inside court and after using these shoes for only three months , the whole front side of the shoes ' seems completely tore apart .",the whole front side of the shoes ',contextofuse#review\_temporality,after using these shoes for only three months,negative,EAEO
"i play once a week in an inside court and after using these shoes for only three months , the whole front side of the shoes ' seems completely tore apart .",shoes,contextofuse#use case,i play once a week in an inside court,neutral,EAEO
"i play once a week in an inside court and after using these shoes for only three months , the whole front side of the shoes ' seems completely tore apart .",shoes,contextofuse#usage frequency,i play once a week in an inside court,neutral,EAEO
"i play once a week in an inside court and after using these shoes for only three months , the whole front side of the shoes ' seems completely tore apart .",the whole front side of the shoes ',performance#durability,seems completely tore apart,negative,EAEO
"the stitching was very poor because at the end of that time span , i had two huge holes in my shoes .",shoes,performance#durability,"the stitching was very poor because at the end of that time span , i had two huge holes in my shoes",negative,EAEO
"the stitching was very poor because at the end of that time span , i had two huge holes in my shoes .",shoes,appearance#material,"the stitching was very poor because at the end of that time span , i had two huge holes in my shoes",negative,EAEO
"i don ' t recommend getting these shoes , or any other nb shoes with stitching ' s in the front , if you are a regular tennis player .",shoes,performance#durability,"i don ' t recommend getting these shoes , or any other nb shoes with stitching ' s in the front , if you are a regular tennis player",negative,EAEO
"i don ' t recommend getting these shoes , or any other nb shoes with stitching ' s in the front , if you are a regular tennis player .",shoes,performance#use case applicability,"i don ' t recommend getting these shoes , or any other nb shoes with stitching ' s in the front , if you are a regular tennis player",negative,EAEO
like julia b i am a long time fan of the 806 .,806,contextofuse#review\_temporality,long time fan,positive,EAEO
i have lost count of the number of pairs i have purchased .,806,contextofuse#purchase\_context,i have lost count of the number of pairs i have purchased,positive,EAEO
last fall i ordered a pair ( same size as always ) and they were too small .,pair,performance#sizing/fit,last fall i ordered a pair ( same size as always ) and they were too small,negative,EAEO
great tread for running around ion the tennis court .,tread,appearance#shoe component,great tread for running around ion the tennis court,positive,EAEO
great tread for running around ion the tennis court .,null,performance#use case applicability,great tread for running around ion the tennis court,positive,IAEO
good support for foot as well .,null,performance#support/stability,good support for foot,positive,IAEO
what i do not like is that the color options are missing for those with wide feet .,null,appearance#color,the color options are missing for those with wide feet,negative,IAEO
what i do not like is that the color options are missing for those with wide feet .,null,contextofuse#purchase\_context,the color options are missing for those with wide feet,negative,IAEO
why should we miss out on that fun ?,null,contextofuse#purchase\_context,why should we miss out on that fun,negative,IAEO
i have worn reebok ' s for years .,reebok ' s,contextofuse#review\_temporality,i have worn reebok ' s for years,positive,EAEO
it hey are always comfortable and last me for a long time .,null,performance#comfort,it hey are always comfortable,positive,IAEO
it hey are always comfortable and last me for a long time .,null,performance#durability,last me for a long time,positive,IAEO
i wear them everyday,null,contextofuse#usage frequency,i wear them everyday,positive,IAEO
if you are an allen iverson fan .,allen iverson fan,contextofuse#purchase\_context,if you are,neutral,EAEO
""" retro is for you .",""" why not us ? """,contextofuse#purchase\_context,is for you,positive,EAEO
"stylish , comfortable , and sleek .",null,appearance#general,stylish,positive,IAEO
"stylish , comfortable , and sleek .",null,performance#comfort,comfortable,positive,IAEO
"stylish , comfortable , and sleek .",null,appearance#form,sleek,positive,IAEO
this a must have for any serious sneaker connoisseur !,null,general,a must have,positive,IAEO
wore these one day and walked 7 miles .,null,contextofuse#use case,wore these one day and walked 7 miles,neutral,IAEO
"next day after about 3 miles , i had the worst blister on the bottom of my toe .",null,performance#comfort,i had the worst blister on the bottom of my toe,negative,IAEO
"next day after about 3 miles , i had the worst blister on the bottom of my toe .",null,contextofuse#use case,next day after about 3 miles,neutral,IAEO
"next day after about 3 miles , i had the worst blister on the bottom of my toe .",bottom of my toe,appearance#shoe component,i had the worst blister on the bottom of my toe,negative,EAEO
i could hardly walk the next day .,null,performance#use case applicability,i could hardly walk the next day,negative,IAEO
i could hardly walk the next day .,null,performance#comfort,i could hardly walk the next day,negative,IAEO
blister broke open .,null,performance#comfort,blister broke open,negative,IAEO
the design of this shoe was very difficult to get my foot into .,shoe,appearance#form,the design of this shoe was very difficult to get my foot into,negative,EAEO
the design of this shoe was very difficult to get my foot into .,shoe,performance#sizing/fit,the design of this shoe was very difficult to get my foot into,negative,EAEO
once its on their is not enough room at the top of the foot .,null,performance#sizing/fit,once its on their is not enough room at the top of the foot,negative,IAEO
once its on their is not enough room at the top of the foot .,top of the foot,appearance#shoe component,once its on their is not enough room at the top of the foot,negative,EAEO
i bought these for my husband and he loves them !,null,contextofuse#purchase\_context,i bought these for my husband,positive,IAEO
i bought these for my husband and he loves them !,null,general,he loves them,positive,IAEO
"he says they ' re very comfortable , which is important because he has a flat foot .",null,performance#comfort,"very comfortable , which is important because he has a flat foot",positive,IAEO
"he says they ' re very comfortable , which is important because he has a flat foot .",null,appearance#form,"very comfortable , which is important because he has a flat foot",positive,IAEO
fits good .,null,performance#sizing/fit,fits good,positive,IAEO
not heavy and is wearing well .,null,performance#general,not heavy and is wearing well,positive,IAEO
comfortable shoe .,shoe,performance#comfort,comfortable shoe,positive,EAEO
i am usually a diehard new balance purchaser .,new balance purchaser,contextofuse#purchase\_context,usually a diehard,neutral,EAEO
i buy my work shoes because the company doesn ' t offer new balance in their purchase program .,company,contextofuse#purchase\_context,buy my work shoes,neutral,EAEO
this last pair i bought had the most dreadful insoles ever .,last pair,performance#comfort,most dreadful insoles ever,negative,EAEO
this last pair i bought had the most dreadful insoles ever .,insoles,appearance#shoe component,most dreadful insoles ever,negative,EAEO
every time i wear them they kill my heels and arches .,null,contextofuse#usage frequency,every time i wear,neutral,IAEO
every time i wear them they kill my heels and arches .,null,performance#support/stability,kill my heels and arches,negative,IAEO
bought these for my son .,null,contextofuse#purchase\_context,bought these for my son,neutral,IAEO
nice looking cleat but very hard to get on even with a shoe horn because of the boot style .,cleat,appearance#general,nice looking,positive,EAEO
nice looking cleat but very hard to get on even with a shoe horn because of the boot style .,cleat,performance#sizing/fit,very hard to get on even with a shoe horn,negative,EAEO
we had to return them because they run really narrow .,null,appearance#form,we had to return them because they run really narrow,negative,IAEO
he loved the look of them and wished they fit because they are so unique looking .,null,performance#sizing/fit,wished they fit,negative,IAEO
he loved the look of them and wished they fit because they are so unique looking .,null,appearance#general,he loved the look,positive,IAEO
he loved the look of them and wished they fit because they are so unique looking .,null,appearance#form,they are so unique looking,positive,IAEO
took way too long for delivery .,null,contextofuse#purchase\_context,took way too long for delivery,negative,IAEO
sneakers are comfortable light weight .,sneakers,performance#comfort,comfortable light weight,positive,EAEO
sneakers are comfortable light weight .,sneakers,appearance#material,comfortable light weight,positive,EAEO
the rear quarter could be a bit higher .,rear quarter,appearance#shoe component,could be a bit higher,negative,EAEO
"if you ' re looking for a comfortable and stable running shoe that is durable , you have come to the right place .",running shoe,performance#comfort,"if you ' re looking for a comfortable and stable running shoe that is durable , you have come to the right place",positive,EAEO
"if you ' re looking for a comfortable and stable running shoe that is durable , you have come to the right place .",running shoe,performance#support/stability,"if you ' re looking for a comfortable and stable running shoe that is durable , you have come to the right place",positive,EAEO
"if you ' re looking for a comfortable and stable running shoe that is durable , you have come to the right place .",running shoe,performance#durability,"if you ' re looking for a comfortable and stable running shoe that is durable , you have come to the right place",positive,EAEO
"super cushioned , breathable upper , great fit that is true to size .",null,appearance#material,"super cushioned , breathable upper , great fit that is true to size",positive,IAEO
"super cushioned , breathable upper , great fit that is true to size .",upper,appearance#shoe component,"super cushioned , breathable upper , great fit that is true to size",positive,EAEO
"super cushioned , breathable upper , great fit that is true to size .",null,performance#sizing/fit,"super cushioned , breathable upper , great fit that is true to size",positive,IAEO
i have tried hokas and these are more comfortable imho .,null,performance#comfort,these are more comfortable imho,positive,IAEO
i downgraded them to a 4 star only because i think that they are sort of plain looking and i would like to see these shoes offered in more stylish looks .,null,appearance#general,i downgraded them to a 4 star only because i think that they are sort of plain looking and i would like to see these shoes offered in more stylish looks,neutral,IAEO
"i switched from hoka bondi 7s ti these , and what a difference !",null,contextofuse#purchase\_context,"i switched from hoka bondi 7s ti these , and what a difference",positive,IAEO
"so light , and still great cushioning for my joints .",null,appearance#material,"so light ,",positive,IAEO
"so light , and still great cushioning for my joints .",null,performance#support/stability,great cushioning for my joints,positive,IAEO
love them .,null,general,love them,positive,IAEO
i ' m already a minute faster in one week !,null,performance#use case applicability,i ' m already a minute faster in one week,positive,IAEO
we returned item !,null,contextofuse#purchase\_context,we returned item,negative,IAEO
my son plays high school basketball and used them one time and said no way it ' s not gonna work !,null,contextofuse#usage frequency,used them one time,negative,IAEO
my son plays high school basketball and used them one time and said no way it ' s not gonna work !,null,performance#use case applicability,said no way it ' s not gonna work,negative,IAEO
my son plays high school basketball and used them one time and said no way it ' s not gonna work !,null,contextofuse#use case,my son plays high school basketball,neutral,IAEO
we returned item !,null,cost/value,we returned,negative,IAEO
my son plays high school basketball and used them one time and said no way it ' s not gonna work !,null,contextofuse#use case,son plays high school basketball,neutral,IAEO
my son plays high school basketball and used them one time and said no way it ' s not gonna work !,null,contextofuse#review\_temporality,used them one time,negative,IAEO
my son plays high school basketball and used them one time and said no way it ' s not gonna work !,null,performance#use case applicability,said no way it ' s not gonna work,negative,IAEO
i recommend it .,null,cost/value,i recommend it,positive,IAEO
it ' s really comfortable and good looking .,null,performance#comfort,really comfortable,positive,IAEO
it ' s really comfortable and good looking .,null,appearance#general,good looking,positive,IAEO
and it fits well .,null,performance#sizing/fit,fits well .,positive,IAEO
comfy and adjustable for size 13 feet .,null,performance#comfort,comfy,positive,IAEO
comfy and adjustable for size 13 feet .,null,performance#sizing/fit,adjustable for size 13 feet,positive,IAEO
great for knocking around the house or quick trips to the store,null,performance#use case applicability,great for knocking around the house or quick trips to the store,positive,IAEO
i bought these shoes in a 12 w ( 4e ) .,shoes,contextofuse#purchase\_context,i bought these shoes in a 12 w,neutral,EAEO
these were too narrow and pushed my toes together and forward .,null,performance#comfort,pushed my toes together and forward,negative,IAEO
these were too narrow and pushed my toes together and forward .,null,performance#sizing/fit,these were too narrow,negative,IAEO
toe box was very cowboy boot - like .,toe box,appearance#form,very cowboy boot - like,negative,EAEO
i sent them back .,null,cost/value,i sent them back,negative,IAEO
great company to do business with !,null,cost/value,great company to do business,positive,IAEO
fast service and reliable product .,null,contextofuse#purchase\_context,fast service,positive,IAEO
fast service and reliable product .,product,cost/value,reliable product,positive,EAEO
comfy light weight .,null,performance#comfort,comfy light weight,positive,IAEO
but the walls are super thin don ' t expect these to last more then three months .,the walls,appearance#shoe component,are super thin don ' t expect these to last more then three months,negative,EAEO
other then that love em,null,general,other then that love em,positive,IAEO
comfy light weight .,null,appearance#material,comfy light weight,positive,IAEO
i always buy the same size and width shoe on new balance .,new balance,contextofuse#purchase\_context,i always buy the same size and width shoe,neutral,EAEO
"i ' ve never had this issue before , but this sneaker is definitely fitting snugger and is less comfortable than the others i ' ve ordered in the past .",sneaker,performance#sizing/fit,definitely fitting snugger,negative,EAEO
"i ' ve never had this issue before , but this sneaker is definitely fitting snugger and is less comfortable than the others i ' ve ordered in the past .",sneaker,performance#comfort,less comfortable than the others i ' ve ordered in the past,negative,EAEO
bought this boot in a mans last year and they fit great but i bought a women ' s in my usual size and they were too narrow .,boot,performance#sizing/fit,women ' s in my usual size and they were too narrow,negative,EAEO
bought this boot in a mans last year and they fit great but i bought a women ' s in my usual size and they were too narrow .,boot,contextofuse#purchase\_context,bought this boot in a mans last year and they fit great,neutral,EAEO
the medium width is pretty true to size .,null,performance#sizing/fit,medium width is pretty true to size,positive,IAEO
"however , a more rounded toe would be more comfortable for my oddly shaped feet .",toe,appearance#shoe component,more rounded toe would be more comfortable,negative,EAEO
i usually have to add the fuzzy pads inside the tongue of my shoes to push my feet back into the heel .,tongue,appearance#shoe component,have to add the fuzzy pads inside the tongue of my shoes to push my feet back into the heel,negative,EAEO
i usually have to add the fuzzy pads inside the tongue of my shoes to push my feet back into the heel .,shoes,performance#sizing/fit,have to add the fuzzy pads inside the tongue of my shoes to push my feet back into the heel,negative,EAEO
i absolutely love these boots !,boots,general,i absolutely love these,positive,EAEO
"especially the black , they are perfect for walking around the city and going out in when the weather is really cold .",black,appearance#color,especially the,positive,EAEO
"especially the black , they are perfect for walking around the city and going out in when the weather is really cold .",walking around,performance#use case applicability,they are perfect for,positive,EAEO
"especially the black , they are perfect for walking around the city and going out in when the weather is really cold .",the city,contextofuse#place,they are perfect for,positive,EAEO
"especially the black , they are perfect for walking around the city and going out in when the weather is really cold .",weather is really cold,performance#use case applicability,going out in when the,positive,EAEO
the only reason i am not giving these a 5 is because they do run narrow - which i was surprised because none of the other reviews mentioned this .,narrow,performance#sizing/fit,reason i am not giving these a 5,negative,EAEO
the only reason i am not giving these a 5 is because they do run narrow - which i was surprised because none of the other reviews mentioned this .,surprised,contextofuse#purchase\_context,none of the other reviews mentioned this,negative,EAEO
"i don ' t have a particularly wide foot whatsoever , but had to return my original pair to get a wide .",pair,performance#sizing/fit,return my original pair to get a wide,negative,EAEO
"i don ' t have a particularly wide foot whatsoever , but had to return my original pair to get a wide .",pair,contextofuse#purchase\_context,return my original pair to get a wide,negative,EAEO
"these boots are great , they don ' t get dirty easily and they are easy to clean when they do .",boots,performance#misc,they don ' t get dirty easily,positive,EAEO
"these boots are great , they don ' t get dirty easily and they are easy to clean when they do .",boots,performance#misc,they are easy to clean when they do,positive,EAEO
"these boots are great , they don ' t get dirty easily and they are easy to clean when they do .",boots,general,great,positive,EAEO
"also , they make even sweatpants look more put together with a specific look .",null,contextofuse#use case,make even sweatpants look more put together with a specific look,positive,IAEO
"the only drawback is sometimes , not always , my right foot gets rubbed by the shoe and is uncomfortable , however i don ' t know if thats because of they way i walked that day or something because it doesn ' t happen all the time .",shoe,performance#use case applicability,i walked that day or something because it doesn ' t happen all the time,neutral,EAEO
"the only drawback is sometimes , not always , my right foot gets rubbed by the shoe and is uncomfortable , however i don ' t know if thats because of they way i walked that day or something because it doesn ' t happen all the time .",shoe,performance#comfort,foot gets rubbed by the shoe and is uncomfortable,negative,EAEO
"the only drawback is sometimes , not always , my right foot gets rubbed by the shoe and is uncomfortable , however i don ' t know if thats because of they way i walked that day or something because it doesn ' t happen all the time .",shoe,contextofuse#review\_temporality,doesn ' t happen all the time,positive,EAEO
overall i would buy again,buy,cost/value,overall i would buy again,positive,EAEO
to me they look better online .,null,appearance#general,to me they look better online,negative,IAEO
"i ' m sure they look good from the side but when i look down , they look like some cheap security guard boot .",boot,appearance#form,"they look good from the side but when i look down , they look like some cheap security guard boot",negative,EAEO
i can say they were comfortable .,null,performance#comfort,i can say they were comfortable,positive,IAEO
i returned mine and got the nike goadome boots .,null,contextofuse#purchase\_context,i returned mine and got the nike goadome boots,negative,IAEO
to me they look better online .,null,contextofuse#purchase\_context,to me they look better online,neutral,IAEO
they have the quality leather look that i was looking for .,null,general,they have the quality leather look that i was looking for,negative,IAEO
i wore these twice and had to exchange them .,null,contextofuse#purchase\_context,i wore these twice and had to exchange them,negative,IAEO
i wore these twice and had to exchange them .,null,contextofuse#usage frequency,i wore these twice and had to exchange them,negative,IAEO
it took 5 minutes to get them on each time .,null,appearance#form,it took 5 minutes to get them on each time,negative,IAEO
there was no give even with laces loosened as much as possible or even unlaced partially !,null,performance#sizing/fit,no give even with laces loosened as much as possible or even unlaced partially,negative,IAEO
there was no give even with laces loosened as much as possible or even unlaced partially !,null,appearance#form,no give even with laces loosened as much as possible or even unlaced partially,negative,IAEO
they ' re comfortable once you get them on but it ' s too much of a battle to get to that point .,null,performance#sizing/fit,once you get them on but it ' s too much of a battle to get to that point,negative,IAEO
they ' re comfortable once you get them on but it ' s too much of a battle to get to that point .,null,performance#comfort,they ' re comfortable,positive,IAEO
"bought this shoe for grandson for christmas , but was disappointed that it was not the shoe that was pictured in the ad .",shoe,contextofuse#purchase\_context,bought this shoe for grandson for christmas,neutral,EAEO
"bought this shoe for grandson for christmas , but was disappointed that it was not the shoe that was pictured in the ad .",shoe,contextofuse#purchase\_context,disappointed that it was not the shoe that was pictured in the ad,negative,EAEO
shoe advertised as acg but this is not what i received .,shoe,contextofuse#purchase\_context,advertised as acg but this is not what i received,negative,EAEO
"other than that looks good , wears well",null,appearance#general,looks good,positive,IAEO
"other than that looks good , wears well",null,performance#general,wears well,positive,IAEO
"with new additions , your sizes keep changing .",new additions,performance#sizing/fit,your sizes keep changing,negative,EAEO
these are a 1 / 2 size larger than my previous fresh foam shoe which i bought from you .,fresh foam shoe,performance#sizing/fit,a 1 / 2 size larger than my previous fresh foam shoe,negative,EAEO
very light .,null,appearance#material,very light,neutral,IAEO
