Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"apps start very fast , graphics are much more responsive and capable when not being shared with chromeos and there are a number of ways you can tweak the ui / ux to your own liking .",graphics,USABILITY,capable,positive,EAEO
"all that being said , you get a lot of bang for the buck with these three enhanced desktop / application options and i use all three in some capacity every day , so don ' t think your ' e isolated to just one approach .",desktop,GENERAL,implicit,positive,EAIO
"while the stock aluminum case is darn solid enough , it can take scratches easily from things like keys or cable connectors tossed in a bag with it .",stock,QUALITY,solid,positive,EAEO
"d ) a bluetooth mouse - while this unarguably has one of the best trackpads in chromebook land , there are still times you just need the precision of a mouse .",trackpads,GENERAL,best,positive,EAEO
"0 type - a low - profile memory stick on a usb - c adaptor , but that would be silly .",usb,GENERAL,silly,negative,EAEO
it was an excellent machine for the money and it also got me spoiled with its touch screen .,machine,PRICE,excellent,positive,EAEO
it was an excellent machine for the money and it also got me spoiled with its touch screen .,touch,OPERATION_PERFORMANCE,spoiled,positive,EAEO
this made me realize that arm processors are not ready for desktop - class browsing .,arm,GENERAL,implicit,negative,EAIO
"let me tell you , this thing is snappy .",implicit,OPERATION_PERFORMANCE,snappy,positive,IAEO
the build quality is nice and the hinge is sturdy .,build,QUALITY,nice,positive,EAEO
the build quality is nice and the hinge is sturdy .,hinge,QUALITY,sturdy,positive,EAEO
the keyboard also feels nice and the backlighting is great .,keyboard,GENERAL,nice,positive,EAEO
the keyboard also feels nice and the backlighting is great .,backlighting,GENERAL,great,positive,EAEO
i use my chromebook a lot in the dark and it ' s a real treat .,chromebook,USABILITY,treat,positive,EAEO
"while the chromebook pro does have a nice high - resolution 3 : 2 screen and the s - pen ( which is truly a gimmick anyway ) , it has half the storage , shorter battery life , and no backlit keyboard .",storage,DESIGN_FEATURES,implicit,negative,EAIO
"while the chromebook pro does have a nice high - resolution 3 : 2 screen and the s - pen ( which is truly a gimmick anyway ) , it has half the storage , shorter battery life , and no backlit keyboard .",battery,OPERATION_PERFORMANCE,implicit,negative,EAIO
"while the chromebook pro does have a nice high - resolution 3 : 2 screen and the s - pen ( which is truly a gimmick anyway ) , it has half the storage , shorter battery life , and no backlit keyboard .",backlit,DESIGN_FEATURES,implicit,negative,EAIO
this is among the best .,implicit,GENERAL,best,positive,IAEO
"it ' s much smoother with web pages and android apps , and the touch screen is more responsive .",web,OPERATION_PERFORMANCE,smoother,positive,EAEO
"it ' s much smoother with web pages and android apps , and the touch screen is more responsive .",android,OPERATION_PERFORMANCE,smoother,positive,EAEO
"it ' s much smoother with web pages and android apps , and the touch screen is more responsive .",touch,OPERATION_PERFORMANCE,responsive,positive,EAEO
"keyboard is a bit nicer , not tons .",keyboard,GENERAL,nicer,positive,EAEO
"for casual use , this will work fine for me .",implicit,GENERAL,fine,positive,IAEO
the default scaling 1536x864 looks excellent and sharp to me .,default,OPERATION_PERFORMANCE,excellent,positive,EAEO
the default scaling 1536x864 looks excellent and sharp to me .,default,OPERATION_PERFORMANCE,sharp,positive,EAEO
"there ' s nothing i do n ' t like about this device , so in order of importance , here ' s what i love about it .",device,GENERAL,love,positive,EAEO
"i ' m typing this review in a dark room , and it reminds me how much i love this backlit keyboard .",backlit,OPERATION_PERFORMANCE,love,positive,EAEO
i love how quick this thing is .,implicit,OPERATION_PERFORMANCE,love,positive,IAEO
i love how quick this thing is .,implicit,OPERATION_PERFORMANCE,quick,positive,IAEO
"this thing is n ' t that fast , but for loading web pages , it ' s pretty close .",implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
the brightness and clarity are awesome .,brightness,OPERATION_PERFORMANCE,awesome,positive,EAEO
the brightness and clarity are awesome .,clarity,OPERATION_PERFORMANCE,awesome,positive,EAEO
"this is quality hardware , and it shows .",hardware,QUALITY,quality,positive,EAEO
"it ' s complementary , not revolutionary , which is much more intuitive and useful .",implicit,GENERAL,intuitive,positive,IAEO
"it ' s complementary , not revolutionary , which is much more intuitive and useful .",implicit,GENERAL,useful,positive,IAEO
"again , this is where the build quality really shines .",build,QUALITY,shines,positive,EAEO
the microsd slot leaves an inserted card perfectly flush .,microsd,OPERATION_PERFORMANCE,perfectly,positive,EAEO
"this flip 2 really is a fantastic chromebook , and the ability to run android apps only makes it better !",flip,GENERAL,fantastic,positive,EAEO
"this flip 2 really is a fantastic chromebook , and the ability to run android apps only makes it better !",chromebook,GENERAL,fantastic,positive,EAEO
"this flip 2 really is a fantastic chromebook , and the ability to run android apps only makes it better !",android,OPERATION_PERFORMANCE,better,positive,EAEO
"i absolutely love this beyond any computer / tablet device i have purchased in the last 10 years , trust me , i ' ve bought a lot of them along the way .",computer,GENERAL,love,positive,EAEO
"i absolutely love this beyond any computer / tablet device i have purchased in the last 10 years , trust me , i ' ve bought a lot of them along the way .",tablet,GENERAL,love,positive,EAEO
with the power of the internet and all the online productivity products the simplicity of this is fantastic .,implicit,USABILITY,fantastic,positive,IAEO
the addition of the play store puts the device into a sweet spot no other device can come close to matching .,device,DESIGN_FEATURES,sweet,positive,EAEO
this asus chromebook fits the bill .,asus,GENERAL,implicit,positive,EAIO
can ' t say enough about my love of this chromebook .,chromebook,GENERAL,love,positive,EAEO
then the asus flip c302 came into my life :,asus,GENERAL,implicit,neutral,EAIO
"speaking of charges , it ' s so nice to be able to use usb c .",usb,GENERAL,nice,positive,EAEO
our phones are usb c so one cable does everything for me .,usb,GENERAL,implicit,neutral,EAIO
* keyboard * - the keyboard is alright .,implicit,GENERAL,alright,neutral,IAEO
* keyboard * - the keyboard is alright .,implicit,GENERAL,alright,neutral,IAEO
* track pad * - the trackpad is well done .,track,DESIGN_FEATURES,well,positive,EAEO
* track pad * - the trackpad is well done .,trackpad,DESIGN_FEATURES,well,positive,EAEO
80 % of the apps it ' s a poor experience .,apps,QUALITY,poor,negative,EAEO
the asus c302 is the best chromebook you can buy .,asus,GENERAL,best,positive,EAEO
the asus c302 is the best chromebook you can buy .,chromebook,GENERAL,best,positive,EAEO
the touch screen is super responsive and the keyboard is excellent .,touch,OPERATION_PERFORMANCE,responsive,positive,EAEO
the touch screen is super responsive and the keyboard is excellent .,keyboard,GENERAL,excellent,positive,EAEO
it runs most of those apps and games beautifully and when combined with a ` ` logitech gamepad f310 ` ` you can play the games with a game controller !,apps,OPERATION_PERFORMANCE,beautifully,positive,EAEO
overall this is a home run purchase and i can ' t say enough good things about the asus c302 .,asus,GENERAL,good,positive,EAEO
"i mostly use it for playing a couple of games , surfing the web , managing my calendar / tasks lists , reading e - books , that sort of thing .",implicit,OPERATION_PERFORMANCE,implicit,neutral,IAIO
"the keyboard is small , a little weird and takes some getting used to .",keyboard,DESIGN_FEATURES,small,negative,EAEO
"the keyboard is small , a little weird and takes some getting used to .",keyboard,DESIGN_FEATURES,weird,negative,EAEO
the keyboard is excellent ( and backlit ) .,keyboard,GENERAL,excellent,positive,EAEO
the keyboard is excellent ( and backlit ) .,backlit,GENERAL,excellent,positive,EAEO
the track pad is excellent .,track,GENERAL,excellent,positive,EAEO
the screen is excellent .,screen,GENERAL,excellent,positive,EAEO
this laptop performs in every way .,laptop,OPERATION_PERFORMANCE,implicit,positive,EAIO
"it ' s light , but also has a good weight to it .",implicit,DESIGN_FEATURES,light,positive,IAEO
"it ' s light , but also has a good weight to it .",implicit,DESIGN_FEATURES,good,positive,IAEO
"- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use",touchscreen,OPERATION_PERFORMANCE,responsive,positive,EAEO
"- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use",touchscreen,OPERATION_PERFORMANCE,fast,positive,EAEO
"- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use",touchscreen,OPERATION_PERFORMANCE,fine,positive,EAEO
- the hinges are just perfect .,hinges,GENERAL,perfect,positive,EAEO
- the speakers are to the sides and not underneath so the sound isn ' t muffled when it ' s resting on something other than a flat surface,speakers,DESIGN_FEATURES,implicit,positive,EAIO
- this chromebook has access to the android beta channel for android apps,chromebook,DESIGN_FEATURES,implicit,neutral,EAIO
"and because of the constant usage of higher brightness , the battery does drain faster .",battery,OPERATION_PERFORMANCE,faster,negative,EAEO
they both pick up oils and such pretty easily .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
"as for the asus , it is a wonderful laptop .",asus,GENERAL,wonderful,positive,EAEO
"as for the asus , it is a wonderful laptop .",laptop,GENERAL,wonderful,positive,EAEO
i have had no issues with the track pad ; it works fine .,track,OPERATION_PERFORMANCE,fine,positive,EAEO
i have not fully tested battery life but it seems to last about as long as advertised .,battery,OPERATION_PERFORMANCE,implicit,positive,EAIO
"one , the display is gorgeous ; watching video is a treat .",display,OPERATION_PERFORMANCE,gorgeous,positive,EAEO
"one , the display is gorgeous ; watching video is a treat .",display,OPERATION_PERFORMANCE,treat,positive,EAEO
"however , there is screen glare , even in a normally lit room , not just a brightly lit room .",screen,OPERATION_PERFORMANCE,implicit,negative,EAIO
"i think that the bezels are a smidge thick , but that actually makes perfect sense .",bezels,DESIGN_FEATURES,perfect,positive,EAEO
it ' s a real treat .,implicit,GENERAL,treat,positive,IAEO
"my use experience has been riddled with lag and jitteriness , although using the touchscreen for a moment sorts everything out .",touchscreen,OPERATION_PERFORMANCE,implicit,positive,EAIO
"the speakers get plenty loud , but they start to sound pretty bad when turned up a little past half volume .",speakers,OPERATION_PERFORMANCE,loud,positive,EAEO
"the speakers get plenty loud , but they start to sound pretty bad when turned up a little past half volume .",speakers,OPERATION_PERFORMANCE,bad,negative,EAEO
the core m3 allows this system to get fast and to stay quiet .,core,OPERATION_PERFORMANCE,fast,positive,EAEO
the core m3 allows this system to get fast and to stay quiet .,core,OPERATION_PERFORMANCE,quiet,positive,EAEO
"sometimes , under heavy loads , the bottom of the c302 gets warm to the touch , but not to the point of pain .",c302,QUALITY,implicit,neutral,EAIO
"all the while , it provides one of the fastest web browsing experiences that i ' ve ever experienced .",web,OPERATION_PERFORMANCE,fastest,positive,EAEO
it will take years of bad programming to make this chromebook as slow as my last one got .,chromebook,OPERATION_PERFORMANCE,bad,negative,EAEO
it will take years of bad programming to make this chromebook as slow as my last one got .,chromebook,OPERATION_PERFORMANCE,slow,negative,EAEO
2 ) the touchpad is way too wonky - asus needs to fix this asap .,touchpad,OPERATION_PERFORMANCE,wonky,negative,EAEO
"having had it for just over a month , i have to say i am thoroughly impressed by its versatility and how stable the os is .",os,OPERATION_PERFORMANCE,versatility,positive,EAEO
"having had it for just over a month , i have to say i am thoroughly impressed by its versatility and how stable the os is .",os,OPERATION_PERFORMANCE,stable,positive,EAEO
"on a side note , there is a slight defect on my chromebook as there is some creaking and loose feeling when pressing on the bottom left side of my screen , this can be especially annoying in tablet mode .",chromebook,QUALITY,defect,negative,EAEO
"on a side note , there is a slight defect on my chromebook as there is some creaking and loose feeling when pressing on the bottom left side of my screen , this can be especially annoying in tablet mode .",screen,QUALITY,annoying,negative,EAEO
"boot up is of course , almost instant .",boot,OPERATION_PERFORMANCE,instant,positive,EAEO
"- excellent keyboard in all aspects - feel , rigidity , and backlight",keyboard,GENERAL,excellent,positive,EAEO
- excellent build quality - aluminium case is solid and has a premium feel,build,QUALITY,excellent,positive,EAEO
- excellent build quality - aluminium case is solid and has a premium feel,aluminium,QUALITY,solid,positive,EAEO
- excellent build quality - aluminium case is solid and has a premium feel,aluminium,QUALITY,premium,positive,EAEO
- perfect balance of speed and battery life,battery,OPERATION_PERFORMANCE,perfect,positive,EAEO
- my only real gripe is that i wish it was .,implicit,DESIGN_FEATURES,gripe,negative,IAEO
"other than my hope that it would be light enough to use as a tablet all the time , this is the chromebook i ' ve been wanting for a long time now .",chromebook,PORTABILITY,implicit,negative,EAIO
"it ' s extremely useful as a laptop as well as , most of the time at least , a tablet .",laptop,USABILITY,useful,positive,EAEO
"it ' s extremely useful as a laptop as well as , most of the time at least , a tablet .",tablet,USABILITY,useful,positive,EAEO
note : i bought a refurbished / ` ` damaged ` ` model from amazon and it ' s in absolutely flawless condition .,model,GENERAL,flawless,positive,EAEO
"pros : lightweight , fast , portable , great battery life ( 12 .",implicit,DESIGN_FEATURES,lightweight,positive,IAEO
"pros : lightweight , fast , portable , great battery life ( 12 .",implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
"pros : lightweight , fast , portable , great battery life ( 12 .",battery,GENERAL,great,positive,EAEO
the keyboard and mouse on the asus were frequently rated as good but those on the pixelbook were raved about .,mouse,GENERAL,good,positive,EAEO
the side mounted speakers are clear .,side,QUALITY,clear,positive,EAEO
the battery life is not anywhere near the advertised 8 hours .,battery,OPERATION_PERFORMANCE,implicit,negative,EAIO
the design and style is topnotch .,design,DESIGN_FEATURES,topnotch,positive,EAEO
the design and style is topnotch .,style,DESIGN_FEATURES,topnotch,positive,EAEO
"boot speed : likewise , very fast -",implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
many android apps work conditionally : e .,android,OPERATION_PERFORMANCE,implicit,positive,EAIO
battery life is phenomenal again .,battery,OPERATION_PERFORMANCE,phenomenal,positive,EAEO
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .",keyboard,DESIGN_FEATURES,fully,positive,EAEO
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .",keyboard,QUALITY,comfortable,positive,EAEO
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .",key,OPERATION_PERFORMANCE,good,positive,EAEO
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .",key,OPERATION_PERFORMANCE,great,positive,EAEO
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .",backlighting,DESIGN_FEATURES,enough,positive,EAEO
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .",backlighting,DESIGN_FEATURES,adaptive,positive,EAEO
- the aluminum build is firm and solid without feeling cheap .,aluminum,QUALITY,firm,positive,EAEO
- the aluminum build is firm and solid without feeling cheap .,aluminum,QUALITY,solid,positive,EAEO
- the aluminum build is firm and solid without feeling cheap .,aluminum,QUALITY,without,positive,EAEO
- the screen is great in all aspects .,screen,GENERAL,great,positive,EAEO
- performance is solid for chromebook use .,chromebook,OPERATION_PERFORMANCE,solid,positive,EAEO
- battery life is great .,battery,GENERAL,great,positive,EAEO
everything is either good or excellent in quality .,implicit,QUALITY,good,positive,IAEO
everything is either good or excellent in quality .,implicit,QUALITY,excellent,positive,IAEO
- screen brightness is generally ` ` enough ` ` but maybe not enough for watching dark movies in bright lights .,screen,OPERATION_PERFORMANCE,implicit,negative,EAIO
- speakers can ` ` chatter ` ` after playing youtube videos for a long period of time .,speakers,OPERATION_PERFORMANCE,implicit,negative,EAIO
- performance can be stuttering when under heavy load .,performance,OPERATION_PERFORMANCE,implicit,negative,EAIO
"again , overall i believe this is a great laptop with an amazing keyboard .",laptop,GENERAL,great,positive,EAEO
"again , overall i believe this is a great laptop with an amazing keyboard .",keyboard,GENERAL,amazing,positive,EAEO
"- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",chromebooks,OPERATION_PERFORMANCE,worried,negative,EAEO
"- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",chromebooks,OPERATION_PERFORMANCE,slow,negative,EAEO
"- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",chromebooks,OPERATION_PERFORMANCE,fast,positive,EAEO
- physically it is appealing looking .,implicit,DESIGN_FEATURES,appealing,positive,IAEO
"this is smart looking , thin , light weight , and portable .",implicit,DESIGN_FEATURES,smart,positive,IAEO
"this is smart looking , thin , light weight , and portable .",implicit,DESIGN_FEATURES,thin,positive,IAEO
"this is smart looking , thin , light weight , and portable .",implicit,DESIGN_FEATURES,light,positive,IAEO
"this is smart looking , thin , light weight , and portable .",this,PORTABILITY,portable,positive,EAEO
"but , it was packed well and arrived with no damage whatsoever !",implicit,QUALITY,well,positive,IAEO
the one annoyance is that office 365 doesn ' t provide a seamless way to save file offline and sync up when you ' re online .,office,DESIGN_FEATURES,annoyance,negative,EAEO
- the keyboard is great and has a nice gentle / quiet click to it .,keyboard,GENERAL,great,positive,EAEO
- the keyboard is great and has a nice gentle / quiet click to it .,keyboard,USABILITY,nice,positive,EAEO
- the keyboard is great and has a nice gentle / quiet click to it .,keyboard,USABILITY,quiet,positive,EAEO
- the keys themselves don ' t travel that much which i prefer .,keys,USABILITY,prefer,positive,EAEO
"- the trackpad , while a little on the small size , has a nice glass smooth finish and it works reliable well .",trackpad,DESIGN_FEATURES,nice,positive,EAEO
"- the trackpad , while a little on the small size , has a nice glass smooth finish and it works reliable well .",trackpad,DESIGN_FEATURES,smooth,positive,EAEO
"- the trackpad , while a little on the small size , has a nice glass smooth finish and it works reliable well .",trackpad,OPERATION_PERFORMANCE,reliable,positive,EAEO
"- the trackpad , while a little on the small size , has a nice glass smooth finish and it works reliable well .",trackpad,OPERATION_PERFORMANCE,well,positive,EAEO
- the touchscreen works great and is very responsive .,touchscreen,OPERATION_PERFORMANCE,great,positive,EAEO
- the touchscreen works great and is very responsive .,touchscreen,OPERATION_PERFORMANCE,responsive,positive,EAEO
- the build quality is great but not necessarily impressive .,build,QUALITY,great,positive,EAEO
- the build quality is great but not necessarily impressive .,build,QUALITY,not,negative,EAEO
tablet works just fine though .,tablet,OPERATION_PERFORMANCE,fine,positive,EAEO
build quality and design are top notch .,build,QUALITY,top,positive,EAEO
build quality and design are top notch .,design,DESIGN_FEATURES,top,positive,EAEO
i absolutely love this chromebook !,chromebook,GENERAL,love,positive,EAEO
"so , i originally purchased this for the travel conveniences .",implicit,PORTABILITY,implicit,neutral,IAIO
"most of my love for this laptop is based on the operating system but since you get that with every chromebook , i ' ll tell you what i like and dislike about the physical laptop only .",laptop,OPERATION_PERFORMANCE,love,positive,EAEO
"the display is perfect for me , plenty of brightness and a decent resolution .",display,GENERAL,perfect,positive,EAEO
"the display is perfect for me , plenty of brightness and a decent resolution .",display,GENERAL,brightness,positive,EAEO
"the display is perfect for me , plenty of brightness and a decent resolution .",resolution,DESIGN_FEATURES,decent,positive,EAEO
the usb - c ports are nice and i found that a completely dead battery to fully charged time was about an hour .,usb,GENERAL,nice,positive,EAEO
the usb - c ports are nice and i found that a completely dead battery to fully charged time was about an hour .,charged,OPERATION_PERFORMANCE,implicit,positive,EAIO
i really liked that this chromebook came with 64gb of space but i really don ' t see how someone may fill that up unless they opt to sync their google drive offline or something .,chromebook,GENERAL,liked,positive,EAEO
i wish the display was able to go about 1 or 2 clicks brighter and about 1 click darker at the lowest setting .,display,DESIGN_FEATURES,implicit,negative,EAIO
the speaker volume is decent but the quality of sound is terrible .,speaker,GENERAL,decent,negative,EAEO
the speaker volume is decent but the quality of sound is terrible .,quality,QUALITY,terrible,negative,EAEO
the keyboard is awesome .,keyboard,DESIGN_FEATURES,awesome,positive,EAEO
- it ' s a bit heavy in tablet mode .,tablet,PORTABILITY,heavy,negative,EAEO
- i wish the sound quality was better .,sound,GENERAL,better,neutral,EAEO
despite these cons i think this was a great purchase .,implicit,GENERAL,great,positive,IAEO
despite these cons i think this was a great purchase .,implicit,GENERAL,cons,negative,IAEO
"performance wise , this is an excellent machine - it has a beautiful touchscreen , plenty of storage , converts to a tablet , and seamlessly connects to the google play store to run any of the millions of android apps available .",touchscreen,DESIGN_FEATURES,beautiful,positive,EAEO
"performance wise , this is an excellent machine - it has a beautiful touchscreen , plenty of storage , converts to a tablet , and seamlessly connects to the google play store to run any of the millions of android apps available .",storage,DESIGN_FEATURES,implicit,positive,EAIO
the customer / warranty service that i received was first class and i am very impressed by asus for this reason alone .,customer,QUALITY,first,positive,EAEO
the customer / warranty service that i received was first class and i am very impressed by asus for this reason alone .,asus,GENERAL,impressed,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",asus,GENERAL,reliable,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",asus,GENERAL,recommend,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",laptop,GENERAL,reliable,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",laptop,GENERAL,recommend,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",asus,DESIGN_FEATURES,lightweight,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",laptop,DESIGN_FEATURES,lightweight,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",asus,DESIGN_FEATURES,fast,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",laptop,DESIGN_FEATURES,fast,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",asus,USABILITY,convertible,positive,EAEO
"if you are in need of a reliable laptop that is lightweight , fast , and convertible , i highly recommend the asus c302 !",laptop,USABILITY,convertible,positive,EAEO
i loved the simplicity of chrome os while enjoying the flip aspect of being able to turn it into a reading tablet when i wanted to as well .,flip,DESIGN_FEATURES,enjoying,positive,EAEO
"this time around , asus released an absolutely refined masterpiece .",asus,GENERAL,masterpiece,positive,EAEO
the c302 is heavier in size and appearance and also significantly better in all aspects .,c302,DESIGN_FEATURES,heavier,positive,EAEO
the c302 is heavier in size and appearance and also significantly better in all aspects .,c302,DESIGN_FEATURES,better,positive,EAEO
the keyboard traction is clicky and the layout is spaced out well enough for a terrific typing experience .,keyboard,OPERATION_PERFORMANCE,clicky,positive,EAEO
the keyboard traction is clicky and the layout is spaced out well enough for a terrific typing experience .,layout,OPERATION_PERFORMANCE,well,positive,EAEO
the keyboard traction is clicky and the layout is spaced out well enough for a terrific typing experience .,layout,OPERATION_PERFORMANCE,terrific,positive,EAEO
the premium feel combined with the charming simplicity of chrome os really gives it a stunning experience .,implicit,OPERATION_PERFORMANCE,premium,positive,IAEO
the premium feel combined with the charming simplicity of chrome os really gives it a stunning experience .,implicit,OPERATION_PERFORMANCE,stunning,positive,IAEO
the premium feel combined with the charming simplicity of chrome os really gives it a stunning experience .,chrome,OPERATION_PERFORMANCE,charming,positive,EAEO
"so i decided to purchase the asus flip , and so far it has met every one of my nitpicky demanding needs .",asus,GENERAL,implicit,positive,EAIO
"build quality is very good , nearing the ` ` excellent ` ` mark , especially for the price .",build,QUALITY,good,positive,EAEO
"build quality is very good , nearing the ` ` excellent ` ` mark , especially for the price .",build,QUALITY,excellent,positive,EAEO
"build quality is very good , nearing the ` ` excellent ` ` mark , especially for the price .",implicit,PRICE,implicit,positive,IAIO
"sound has been fine , except for a few issues with an android app , and that can easily be software related as android is still in infant stages ( or at least toddler ) on chromebooks , and i expect those quirks will smooth out over time as chromebook software is updated on a very regular basis .",android,OPERATION_PERFORMANCE,implicit,negative,EAIO
the keyboard is very nice for me .,keyboard,GENERAL,nice,positive,EAEO
"android is running flawlessly so far , barring one minor incident with sound on clash of clans ( which went away on reboot ) .",android,OPERATION_PERFORMANCE,flawlessly,positive,EAEO
the m3 processor is fast and fluid .,m3,OPERATION_PERFORMANCE,fast,positive,EAEO
the m3 processor is fast and fluid .,m3,OPERATION_PERFORMANCE,fluid,positive,EAEO
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",backlit,USABILITY,good,positive,EAEO
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",backlit,USABILITY,great,positive,EAEO
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",keyboard,USABILITY,good,positive,EAEO
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",keyboard,USABILITY,great,positive,EAEO
"despite the minor case marks , i can heartily recommend this chromebook based on features , design , and operation .",chromebook,DESIGN_FEATURES,recommend,positive,EAEO
"despite the minor case marks , i can heartily recommend this chromebook based on features , design , and operation .",chromebook,OPERATION_PERFORMANCE,recommend,positive,EAEO
"great product build - the quality of this asus chromebook is impressive at any price , but at sub - $ 500 it ' s astounding .",product,DESIGN_FEATURES,great,positive,EAEO
"great product build - the quality of this asus chromebook is impressive at any price , but at sub - $ 500 it ' s astounding .",asus,QUALITY,impressive,positive,EAEO
"great product build - the quality of this asus chromebook is impressive at any price , but at sub - $ 500 it ' s astounding .",asus,PRICE,astounding,positive,EAEO
"the metal case is really well built , and the fit and finish are virtually perfect .",metal,QUALITY,well,positive,EAEO
"the metal case is really well built , and the fit and finish are virtually perfect .",fit,QUALITY,perfect,positive,EAEO
"the metal case is really well built , and the fit and finish are virtually perfect .",finish,QUALITY,perfect,positive,EAEO
"that said just buy it with confidence , it ' s a top quality product all around , and , it looks and feels that way .",implicit,QUALITY,top,positive,IAEO
the keyboard and touchpad experience are pivotal for a device like this and what asus delivers is very satisfying .,asus,GENERAL,satisfying,positive,EAEO
the back - lit keyboard is a joy to use and the 1920 x 1080 touchscreen is superb .,back,USABILITY,joy,positive,EAEO
the back - lit keyboard is a joy to use and the 1920 x 1080 touchscreen is superb .,touchscreen,GENERAL,superb,positive,EAEO
"this chromebook is light - weight , durable and beautiful .",chromebook,DESIGN_FEATURES,light,positive,EAEO
"this chromebook is light - weight , durable and beautiful .",chromebook,DESIGN_FEATURES,beautiful,positive,EAEO
"this chromebook is light - weight , durable and beautiful .",chromebook,OPERATION_PERFORMANCE,durable,positive,EAEO
the 360 - degree hinges allow me to make presentations to customers and the battery life is amazing .,360,GENERAL,implicit,positive,EAIO
the 360 - degree hinges allow me to make presentations to customers and the battery life is amazing .,battery,GENERAL,amazing,positive,EAEO
this little guy fits the bill perfectly .,guy,OPERATION_PERFORMANCE,perfectly,positive,EAEO
"the touch screen is nice , and i like to use it for free handing things when i need to .",touch,GENERAL,nice,positive,EAEO
this chrome book joins the group and is itself excellent and different .,chrome,GENERAL,excellent,positive,EAEO
this chrome book joins the group and is itself excellent and different .,chrome,GENERAL,different,positive,EAEO
the keyboard is good .,keyboard,GENERAL,good,positive,EAEO
the screen is bright and color spread is good .,screen,OPERATION_PERFORMANCE,bright,positive,EAEO
the screen is bright and color spread is good .,color,OPERATION_PERFORMANCE,good,positive,EAEO
"fast , beautiful display , comfortable keyboard , and the android apps work well ( not great yet , but well ) .",display,DESIGN_FEATURES,beautiful,positive,EAEO
"fast , beautiful display , comfortable keyboard , and the android apps work well ( not great yet , but well ) .",display,DESIGN_FEATURES,fast,positive,EAEO
"fast , beautiful display , comfortable keyboard , and the android apps work well ( not great yet , but well ) .",keyboard,USABILITY,comfortable,positive,EAEO
"fast , beautiful display , comfortable keyboard , and the android apps work well ( not great yet , but well ) .",android,OPERATION_PERFORMANCE,well,positive,EAEO
"fast , beautiful display , comfortable keyboard , and the android apps work well ( not great yet , but well ) .",android,OPERATION_PERFORMANCE,implicit,positive,EAIO
"fast , beautiful display , comfortable keyboard , and the android apps work well ( not great yet , but well ) .",android,OPERATION_PERFORMANCE,not,positive,EAEO
"sorry for the ` ` downer ` ` start here , because as a chromebook , the c302 is very good .",c302,GENERAL,good,positive,EAEO
"sorry for the ` ` downer ` ` start here , because as a chromebook , the c302 is very good .",chromebook,GENERAL,good,positive,EAEO
"the c302 m5 ( the best processor i could find so far , is a very good chromebook .",m5,GENERAL,best,positive,EAEO
"the c302 m5 ( the best processor i could find so far , is a very good chromebook .",processor,GENERAL,best,positive,EAEO
"the c302 m5 ( the best processor i could find so far , is a very good chromebook .",c302,GENERAL,good,positive,EAEO
"the c302 m5 ( the best processor i could find so far , is a very good chromebook .",chromebook,GENERAL,good,positive,EAEO
"still , a very nice compact chromebook .",chromebook,GENERAL,nice,positive,EAEO
"still , a very nice compact chromebook .",chromebook,GENERAL,compact,positive,EAEO
