Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"comfortable but not quality materials . i have been wearing this sneakers for just over a month and they have holes in the inner side , on both pair . the sneakers are very comfortable on my feet , the boost is great on my feet , but the fact that i purchased this sneakers a month and a half ago and they already have holes is not good .",sneakers,contextofuse#review\_temporality,purchased this sneakers a month and a half ago,neutral,EAEO
"comfortable but not quality materials . i have been wearing this sneakers for just over a month and they have holes in the inner side , on both pair . the sneakers are very comfortable on my feet , the boost is great on my feet , but the fact that i purchased this sneakers a month and a half ago and they already have holes is not good .",sneakers,performance#durability,already have holes is not good,negative,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,navy,appearance#color,bought these in navy for my 15 year old son,neutral,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,null,contextofuse#purchase\_context,bought these in navy for my 15 year old son,neutral,IAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,null,contextofuse#review\_temporality,wore them to school for 4 days,neutral,IAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,null,performance#durability,rubber sole came unglued,negative,IAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,rubber sole,appearance#shoe component,rubber sole came unglued,negative,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,shoe,contextofuse#use case,had to walk around with a floppy,negative,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,null,contextofuse#usage frequency,parked in the shoe rack waiting,negative,IAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,new balance shoes,general,love,positive,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,shoes,appearance#general,really good looking,positive,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,shoes,performance#durability,glue them together after 4 days of use,negative,EAEO
bought these in navy for my 15 year old son . he wore them to school for 4 days and the rubber sole came unglued and he had to walk around with a floppy shoe . now they are parked in the shoe rack waiting on a response from customer service . love new balance shoes and these are really good looking shoes but disappointed that now i have to spend money to glue them together after 4 days of use ! !,shoes,cost/value,disappointed that now i have to spend money,negative,EAEO
a lot of flexibility is provided with shoes . absolutely love the comfort during running and workouts . definite buy for anyone looking at comfort and performance,shoes,performance#support/stability,lot of flexibility is provided,positive,EAEO
a lot of flexibility is provided with shoes . absolutely love the comfort during running and workouts . definite buy for anyone looking at comfort and performance,null,contextofuse#use case,love the comfort during running and workouts,positive,IAEO
a lot of flexibility is provided with shoes . absolutely love the comfort during running and workouts . definite buy for anyone looking at comfort and performance,null,performance#comfort,love the comfort during running and workouts,positive,IAEO
a lot of flexibility is provided with shoes . absolutely love the comfort during running and workouts . definite buy for anyone looking at comfort and performance,null,performance#comfort,anyone looking at comfort and performance,positive,IAEO
a lot of flexibility is provided with shoes . absolutely love the comfort during running and workouts . definite buy for anyone looking at comfort and performance,null,performance#use case applicability,anyone looking at comfort and performance,positive,IAEO
these cleats have decent ankle support but are nowhere near as comfortable as the last molds i bought from new balance . would not recommend . wish i could switch them for something for something else but now game used .,cleats,performance#support/stability,decent ankle support,positive,EAEO
these cleats have decent ankle support but are nowhere near as comfortable as the last molds i bought from new balance . would not recommend . wish i could switch them for something for something else but now game used .,ankle,appearance#shoe component,decent ankle support,positive,EAEO
these cleats have decent ankle support but are nowhere near as comfortable as the last molds i bought from new balance . would not recommend . wish i could switch them for something for something else but now game used .,cleats,performance#comfort,nowhere near as comfortable as the last molds,negative,EAEO
these cleats have decent ankle support but are nowhere near as comfortable as the last molds i bought from new balance . would not recommend . wish i could switch them for something for something else but now game used .,null,general,would not recommend,negative,IAEO
these cleats have decent ankle support but are nowhere near as comfortable as the last molds i bought from new balance . would not recommend . wish i could switch them for something for something else but now game used .,null,cost/value,wish i could switch them for something,negative,IAEO
i feel like i going to slip and fall at work and all my co workers they wear sketchers to work that ' s why i brought them . but i don ' t know why they don ' t slip and fall either,work,contextofuse#place,feel like i going to slip and fall at work,neutral,EAEO
i feel like i going to slip and fall at work and all my co workers they wear sketchers to work that ' s why i brought them . but i don ' t know why they don ' t slip and fall either,sketchers,performance#support/stability,feel like i going to slip and fall at work,negative,EAEO
i feel like i going to slip and fall at work and all my co workers they wear sketchers to work that ' s why i brought them . but i don ' t know why they don ' t slip and fall either,sketchers,contextofuse#purchase\_context,co workers they wear sketchers to work that ' s why i brought them,neutral,EAEO
i feel like i going to slip and fall at work and all my co workers they wear sketchers to work that ' s why i brought them . but i don ' t know why they don ' t slip and fall either,null,performance#support/stability,don ' t know why they don ' t slip and fall either,negative,IAEO
i already had a pair and like them so i bought two more pairs,null,contextofuse#purchase\_context,already had a pair,neutral,IAEO
i already had a pair and like them so i bought two more pairs,null,general,like them,positive,IAEO
i already had a pair and like them so i bought two more pairs,null,cost/value,bought two more pairs,positive,IAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",shoes,appearance#material,seem to be made out of a really hard material,negative,EAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",shoes,performance#comfort,not comfortable ay all,negative,EAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",null,performance#sizing/fit,"says that it ' s a "" relaxed fit "" it ' s the opposite",negative,IAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",null,appearance#shoe component,they don ' t,negative,IAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",null,appearance#shoe component,claims to have memory foam soles,negative,IAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",null,performance#use case applicability,made for people that are on their feet all day,neutral,IAEO
"shoes seem to be made out of a really hard material and not comfortable ay all ! says that it ' s a "" relaxed fit "" it ' s the opposite . claims to have memory foam soles . they don ' t . made for people that are on their feet all day ( work shoes ) . they are literally the worst shoes i ' ve ever worn",shoes,general,they are literally the worst shoes i ' ve ever worn,negative,EAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,non - slip shoes,contextofuse#use case,the reason i bought these non - slip shoes is for work,neutral,EAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,shoes,contextofuse#use case,i do not recommend these shoes if you work in fast food,negative,EAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,fast food,contextofuse#place,i do not recommend these shoes,negative,EAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,non - slip,performance#use case applicability,i walked in worked i kept sliding,negative,EAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,non - slip,appearance#shoe component,i kept sliding with these shoes,negative,EAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,null,performance#comfort,uncomfortable to even work with,negative,IAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,null,contextofuse#usage frequency,immediately to take them off,negative,IAEO
the reason i bought these non - slip shoes is for work . i do not recommend these shoes if you work in fast food . its says non - slip as soon as i walked in worked i kept sliding with these shoes . which made them uncomfortable to even work with them . i had to immediately to take them off . i was scared to fall in these shoes at work,shoes,performance#use case applicability,scared to fall,negative,EAEO
hubby request these for father ' s day ! easy peasy - iconic summer shoe !,hubby,contextofuse#purchase\_context,request these for father ' s day,positive,EAEO
hubby request these for father ' s day ! easy peasy - iconic summer shoe !,summer shoe,appearance#general,iconic,positive,EAEO
very comfortable . feel like they have a bit of a squishy feel on the sole but overall more comfortable than adidas slides,null,performance#comfort,very comfortable,positive,IAEO
very comfortable . feel like they have a bit of a squishy feel on the sole but overall more comfortable than adidas slides,null,appearance#shoe component,feel like they have a bit of a squishy feel on the sole,negative,IAEO
very comfortable . feel like they have a bit of a squishy feel on the sole but overall more comfortable than adidas slides,null,performance#comfort,but overall more comfortable than adidas slides,positive,IAEO
i purchased a size 10 . they did not fit they were to tight . i usually wear size 9 1 / 2 in nike or jordan shoes . they fit tight .,size 10,performance#sizing/fit,purchased,neutral,EAEO
i purchased a size 10 . they did not fit they were to tight . i usually wear size 9 1 / 2 in nike or jordan shoes . they fit tight .,size 10,contextofuse#purchase\_context,purchased,neutral,EAEO
i purchased a size 10 . they did not fit they were to tight . i usually wear size 9 1 / 2 in nike or jordan shoes . they fit tight .,null,performance#sizing/fit,did not fit they were to tight,negative,IAEO
i purchased a size 10 . they did not fit they were to tight . i usually wear size 9 1 / 2 in nike or jordan shoes . they fit tight .,size 9 1 / 2,performance#sizing/fit,i usually wear size 9 1 / 2 in nike or jordan shoes,neutral,EAEO
i purchased a size 10 . they did not fit they were to tight . i usually wear size 9 1 / 2 in nike or jordan shoes . they fit tight .,null,performance#sizing/fit,fit tight,negative,IAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",null,cost/value,expensive price for the quality,negative,IAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",shoe,performance#sizing/fit,fit snug,negative,EAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",shoe,appearance#form,pressed in on the foot mid shoe,negative,EAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",toe area,appearance#shoe component,very wide,neutral,EAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",material,appearance#material,flat and difficult to adjust around the foot comfortably,negative,EAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",null,performance#comfort,flat and difficult to adjust around the foot comfortably,negative,IAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",shoe,performance#comfort,"for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary",negative,EAEO
"very expensive price for the quality ! shoe fit snug and pressed in on the foot mid shoe but toe area very wide . also material was flat and difficult to adjust around the foot comfortably . for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary !",shoe,cost/value,"for the price i assumed the shoe would be cushiony and be wearable all day , these shoes were quite the contrary",negative,EAEO
"i purchased these shoes to replace my worn - out nike tennis shoes that i have had for at least 2 years . i was very disappointed with the quality of these new shoes . after a month of use , the glue that holds the rubber bottom to the top , is beginning to separate !",shoes,contextofuse#purchase\_context,replace my worn - out nike tennis shoes,neutral,EAEO
"i purchased these shoes to replace my worn - out nike tennis shoes that i have had for at least 2 years . i was very disappointed with the quality of these new shoes . after a month of use , the glue that holds the rubber bottom to the top , is beginning to separate !",new shoes,appearance#misc,very disappointed with the quality,negative,EAEO
"i purchased these shoes to replace my worn - out nike tennis shoes that i have had for at least 2 years . i was very disappointed with the quality of these new shoes . after a month of use , the glue that holds the rubber bottom to the top , is beginning to separate !",glue that holds the rubber bottom to the top,performance#durability,"after a month of use , the glue that holds the rubber bottom to the top , is beginning to separate",negative,EAEO
"i purchased these shoes to replace my worn - out nike tennis shoes that i have had for at least 2 years . i was very disappointed with the quality of these new shoes . after a month of use , the glue that holds the rubber bottom to the top , is beginning to separate !",glue that holds the rubber bottom to the top,appearance#shoe component,"after a month of use , the glue that holds the rubber bottom to the top , is beginning to separate",negative,EAEO
nike swoosh barley attached to the shoe . son was excited to wear the shoe and did not want to go through the hassle of online return . forced to use super glue to keep the swoosh attached . not what you expect for a price tag of ~ $ 80,nike swoosh,appearance#shoe component,barley attached to the shoe,negative,EAEO
nike swoosh barley attached to the shoe . son was excited to wear the shoe and did not want to go through the hassle of online return . forced to use super glue to keep the swoosh attached . not what you expect for a price tag of ~ $ 80,shoe,contextofuse#use case,excited to wear,positive,EAEO
nike swoosh barley attached to the shoe . son was excited to wear the shoe and did not want to go through the hassle of online return . forced to use super glue to keep the swoosh attached . not what you expect for a price tag of ~ $ 80,shoe,contextofuse#purchase\_context,did not want to go through the hassle of online return,negative,EAEO
nike swoosh barley attached to the shoe . son was excited to wear the shoe and did not want to go through the hassle of online return . forced to use super glue to keep the swoosh attached . not what you expect for a price tag of ~ $ 80,null,appearance#material,use super glue to keep the swoosh attached,negative,IAEO
nike swoosh barley attached to the shoe . son was excited to wear the shoe and did not want to go through the hassle of online return . forced to use super glue to keep the swoosh attached . not what you expect for a price tag of ~ $ 80,null,cost/value,not what you expect for a price tag of ~ $ 80,negative,IAEO
they arrived on time they look exactly how they looked online very comfortable i like these shoes,shoes,general,i like these,positive,EAEO
they arrived on time they look exactly how they looked online very comfortable i like these shoes,shoes,contextofuse#purchase\_context,arrived on time they look exactly how they looked online,positive,EAEO
they arrived on time they look exactly how they looked online very comfortable i like these shoes,shoes,performance#comfort,very comfortable,positive,EAEO
should have listened to other reviews . . . i usually fit in size 6 comfortably and decided to go only a half a size down . 5 1 / 2 usually is too tight but this should left a large gap between my toes . . . would need to return . . .,null,contextofuse#purchase\_context,should have listened to other reviews,negative,IAEO
should have listened to other reviews . . . i usually fit in size 6 comfortably and decided to go only a half a size down . 5 1 / 2 usually is too tight but this should left a large gap between my toes . . . would need to return . . .,5 1 / 2,performance#sizing/fit,5 1 / 2 usually is too tight but this should left a large gap between my toes,negative,EAEO
should have listened to other reviews . . . i usually fit in size 6 comfortably and decided to go only a half a size down . 5 1 / 2 usually is too tight but this should left a large gap between my toes . . . would need to return . . .,5 1 / 2,cost/value,would need to return,negative,EAEO
i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,air maxes,contextofuse#purchase\_context,i ordered a pair of air maxes online,neutral,EAEO
i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,sneakers,appearance#misc,when i receive d them the stiching was coming out on the top,negative,EAEO
i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,null,contextofuse#purchase\_context,hard to believe that that they were allowed to leave the factory,negative,IAEO
i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,null,contextofuse#purchase\_context,must be no quality control there,negative,IAEO
i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,null,contextofuse#purchase\_context,not the first time this has happened,negative,IAEO
i ordered a pair of air maxes online . when i receive d them the stiching was coming out on the top of the sneakers . hard to believe that that they were allowed to leave the factory . must be no quality control there . this is not the first time this has happened . will not be purchasing anything from finish line again .,finish line,contextofuse#purchase\_context,will not be purchasing anything from finish line again,negative,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,air max 90s,contextofuse#purchase\_context,skeptical at first because i have flat wife feet,neutral,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,shoes,performance#support/stability,pretty comfortable for a person with feet like me,neutral,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,hospital,contextofuse#place,i work 8hr days in a hospital,neutral,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,shoes,contextofuse#use case,i work 8hr days in a hospital,neutral,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,shoes,performance#use case applicability,i can wear these shoes all day at work without any pain,positive,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,shoes,contextofuse#usage frequency,i can wear these shoes all day at work without any pain,positive,EAEO
i ' ve always wanted a pair of air max 90s but i was skeptical at first because i have flat wife feet . turns out these shoes a pretty comfortable for a person with feet like me . i work 8hr days in a hospital and i can wear these shoes all day at work without any pain . i will probably buy a few more pairs in different colors,null,cost/value,will probably buy a few more pairs in different colors,positive,IAEO
the shoes fit fine but the top eyelets ripped out as soon as i tied them the first time . it doesn ' t seem reinforced enough with this design .,shoes,performance#sizing/fit,fit fine,positive,EAEO
the shoes fit fine but the top eyelets ripped out as soon as i tied them the first time . it doesn ' t seem reinforced enough with this design .,shoes,performance#durability,the top eyelets ripped out as soon as i tied them the first time,negative,EAEO
the shoes fit fine but the top eyelets ripped out as soon as i tied them the first time . it doesn ' t seem reinforced enough with this design .,eyelets,appearance#shoe component,the top eyelets ripped out as soon as i tied them the first time,negative,EAEO
the shoes fit fine but the top eyelets ripped out as soon as i tied them the first time . it doesn ' t seem reinforced enough with this design .,null,appearance#material,it doesn ' t seem reinforced enough with this design,negative,IAEO
very comfy . love the boost souls . great color combo as well,null,performance#comfort,very comfy,positive,IAEO
very comfy . love the boost souls . great color combo as well,boost souls,appearance#shoe component,love the boost souls,positive,EAEO
very comfy . love the boost souls . great color combo as well,null,appearance#color,great color combo,positive,IAEO
"the shoes are true to size and very much the adidas brand . i was severely disheartened when they arrived and they are not "" blush "" they ' re white and eed",shoes,performance#sizing/fit,true to size,positive,EAEO
"the shoes are true to size and very much the adidas brand . i was severely disheartened when they arrived and they are not "" blush "" they ' re white and eed",shoes,cost/value,very much the adidas brand,positive,EAEO
"the shoes are true to size and very much the adidas brand . i was severely disheartened when they arrived and they are not "" blush "" they ' re white and eed",null,appearance#color,"they are not "" blush "" they ' re white and eed",negative,IAEO
"the "" fur "" felt like a clown wig . i didn ' t really understand why it ' s a kermit shoe with monsters inc fur on it",null,appearance#material,"the "" fur "" felt like a clown wig",negative,IAEO
"the "" fur "" felt like a clown wig . i didn ' t really understand why it ' s a kermit shoe with monsters inc fur on it",null,appearance#material,i didn ' t really understand why it ' s a kermit shoe with monsters inc fur on it,negative,IAEO
"i have been ordering new balance 12b for a long time . i have four pairs that fit perfectly ( 840v4 & amp ; 1540v3 ) , but when i ordered your 940v4 is was about a 1 / 2 size to a size too short . i am worried about your sizing consistency . the change in sizing consistency is a worrisome mystery to me​ because i want to continue purchasing your shoes .",new balance 12b,contextofuse#purchase\_context,i have been ordering new balance 12b for a long time,neutral,EAEO
"i have been ordering new balance 12b for a long time . i have four pairs that fit perfectly ( 840v4 & amp ; 1540v3 ) , but when i ordered your 940v4 is was about a 1 / 2 size to a size too short . i am worried about your sizing consistency . the change in sizing consistency is a worrisome mystery to me​ because i want to continue purchasing your shoes .",four pairs,performance#sizing/fit,i have four pairs that fit perfectly,positive,EAEO
"i have been ordering new balance 12b for a long time . i have four pairs that fit perfectly ( 840v4 & amp ; 1540v3 ) , but when i ordered your 940v4 is was about a 1 / 2 size to a size too short . i am worried about your sizing consistency . the change in sizing consistency is a worrisome mystery to me​ because i want to continue purchasing your shoes .",940v4,performance#sizing/fit,when i ordered your 940v4 is was about a 1 / 2 size to a size too short,negative,EAEO
"i have been ordering new balance 12b for a long time . i have four pairs that fit perfectly ( 840v4 & amp ; 1540v3 ) , but when i ordered your 940v4 is was about a 1 / 2 size to a size too short . i am worried about your sizing consistency . the change in sizing consistency is a worrisome mystery to me​ because i want to continue purchasing your shoes .",null,performance#sizing/fit,worried about your sizing consistency,negative,IAEO
"i have been ordering new balance 12b for a long time . i have four pairs that fit perfectly ( 840v4 & amp ; 1540v3 ) , but when i ordered your 940v4 is was about a 1 / 2 size to a size too short . i am worried about your sizing consistency . the change in sizing consistency is a worrisome mystery to me​ because i want to continue purchasing your shoes .",shoes,cost/value,i want to continue purchasing,positive,EAEO
"i have been ordering new balance 12b for a long time . i have four pairs that fit perfectly ( 840v4 & amp ; 1540v3 ) , but when i ordered your 940v4 is was about a 1 / 2 size to a size too short . i am worried about your sizing consistency . the change in sizing consistency is a worrisome mystery to me​ because i want to continue purchasing your shoes .",shoes,performance#sizing/fit,the change in sizing consistency is a worrisome mystery to me​,negative,EAEO
terrific fit ! i absolutely love the design of the shoe and amazing to wear happy feet !,null,performance#sizing/fit,terrific fit,positive,IAEO
terrific fit ! i absolutely love the design of the shoe and amazing to wear happy feet !,shoe,appearance#general,love the design,positive,EAEO
terrific fit ! i absolutely love the design of the shoe and amazing to wear happy feet !,shoe,performance#general,amazing to wear,positive,EAEO
too small for size i ordered . then was hassled when trying to return .,null,performance#sizing/fit,too small for size,negative,IAEO
too small for size i ordered . then was hassled when trying to return .,to return,contextofuse#purchase\_context,hassled when trying,negative,EAEO
1 . not true to size . i wear a 7 and had to get a 6 . 5 in the 1010 ' s . they run at least a half size too large .,null,performance#sizing/fit,not true to size,negative,IAEO
1 . not true to size . i wear a 7 and had to get a 6 . 5 in the 1010 ' s . they run at least a half size too large .,1010,contextofuse#purchase\_context,wear a 7 and had to get a 6 . 5,negative,EAEO
1 . not true to size . i wear a 7 and had to get a 6 . 5 in the 1010 ' s . they run at least a half size too large .,1010,performance#sizing/fit,wear a 7 and had to get a 6 . 5,negative,EAEO
1 . not true to size . i wear a 7 and had to get a 6 . 5 in the 1010 ' s . they run at least a half size too large .,null,performance#sizing/fit,half size too large,negative,IAEO
i ' m returning it . the lack of a movable tongue was also annoying .,null,cost/value,returning it,negative,IAEO
i ' m returning it . the lack of a movable tongue was also annoying .,tongue,appearance#shoe component,lack of a movable tongue,negative,EAEO
i ' m returning it . the lack of a movable tongue was also annoying .,null,appearance#form,lack of a movable tongue,negative,IAEO
the shoe seems well built and initially comfortable . they do however seem to fit a little small . i would recommend review of your sizing charts .,shoe,appearance#misc,well built,positive,EAEO
the shoe seems well built and initially comfortable . they do however seem to fit a little small . i would recommend review of your sizing charts .,shoe,performance#comfort,initially comfortable,positive,EAEO
the shoe seems well built and initially comfortable . they do however seem to fit a little small . i would recommend review of your sizing charts .,null,performance#sizing/fit,fit a little small,negative,IAEO
the shoe seems well built and initially comfortable . they do however seem to fit a little small . i would recommend review of your sizing charts .,null,performance#sizing/fit,i would recommend review of your sizing charts,negative,IAEO
the shoe seems well built and initially comfortable . they do however seem to fit a little small . i would recommend review of your sizing charts .,null,contextofuse#purchase\_context,i would recommend review of your sizing charts,negative,IAEO
i ended up returning these . i think they run very true to size but i was deceived by the photo thinking they were slip on with elastic rather than tie shoes . i ended up purchasing a different shoe from a nearby nb store .,null,cost/value,ended up returning,negative,IAEO
i ended up returning these . i think they run very true to size but i was deceived by the photo thinking they were slip on with elastic rather than tie shoes . i ended up purchasing a different shoe from a nearby nb store .,tie,appearance#shoe component,thinking they were slip on with elastic rather than tie,negative,EAEO
